,Federal adjusted gross income,Gender
126792,25764,2
126793,24780,1
126794,59251,2
126795,0,1
126796,20001,2
126797,0,2
126798,0,2
126799,50000,2
126800,26000,1
126801,38852,1
126802,0,2
126803,0,2
126804,0,1
126805,0,1
126806,0,2
126807,46640,1
126808,0,2
126809,0,1
126810,0,1
126811,0,1
126812,6031,1
126813,0,2
126814,53555,1
126815,0,2
126816,60006,2
126817,0,1
126818,0,2
126819,4501,2
126820,135025,2
126821,0,1
126822,0,1
126823,0,1
126824,0,1
126825,45002,2
126826,59291,1
126827,0,2
126828,13528,2
126829,62400,2
126830,0,1
126831,0,1
126832,0,2
126833,105270,1
126834,0,2
126835,0,2
126836,0,2
126837,70000,2
126838,0,1
126839,20000,2
126840,0,2
126841,22002,2
126842,17000,1
126843,24000,1
126844,3000,2
126845,0,1
126846,0,2
126847,52510,2
126848,102650,2
126849,0,1
126850,0,2
126851,0,1
126852,141005,1
126853,0,2
126854,41002,2
126855,0,1
126856,0,2
126857,0,1
126858,138792,2
126859,0,1
126860,20815,2
126861,0,1
126862,0,2
126863,20107,2
126864,70205,1
126865,0,2
126866,11000,1
126867,11000,1
126868,0,1
126869,30002,2
126870,0,1
126871,0,1
126872,0,2
126873,0,1
126874,0,2
126875,0,2
126876,65005,2
126877,0,1
126878,0,1
126879,0,2
126880,0,1
126881,0,1
126882,51002,2
126883,0,1
126884,0,1
126885,17532,2
126886,0,1
126887,0,1
126888,0,1
126889,112416,1
126890,0,2
126891,0,1
126892,0,2
126893,239508,1
126894,0,2
126895,0,1
126896,30000,2
126897,0,2
126898,0,2
126899,40000,1
126900,0,2
126901,0,1
126902,0,1
126903,0,2
126904,11001,2
126905,7251,2
126906,0,2
126907,53070,2
126908,41538,2
126909,0,1
126910,126608,2
126911,0,1
126912,0,1
126913,0,2
126914,0,1
126915,99701,2
126916,0,1
126917,24000,2
126918,2000,1
126919,0,1
126920,0,1
126921,0,1
126922,0,2
126923,0,1
126924,61000,2
126925,0,1
126926,257217,1
126927,0,2
126928,0,2
126929,0,1
126930,0,1
126931,0,1
126932,159350,1
126933,0,2
126934,8800,1
126935,0,2
126936,0,2
126937,0,2
126938,0,1
126939,63995,1
126940,0,2
126941,48188,2
126942,0,1
126943,28504,2
126944,0,1
126945,15023,2
126946,0,1
126947,55002,1
126948,0,2
126949,22000,2
126950,2100,2
126951,0,2
126952,0,2
126953,0,2
126954,0,1
126955,12000,2
126956,100002,1
126957,0,2
126958,68000,2
126959,0,1
126960,102000,2
126961,0,1
126962,367394,2
126963,0,1
126964,25000,2
126965,0,1
126966,0,1
126967,17513,1
126968,0,2
126969,13000,2
126970,16000,1
126971,168087,2
126972,0,1
126973,0,1
126974,0,1
126975,0,2
126976,186267,2
126977,0,1
126978,0,1
126979,0,2
126980,0,2
126981,0,1
126982,105102,1
126983,0,2
126984,13461,2
126985,0,1
126986,210339,2
126987,0,1
126988,0,1
126989,187308,1
126990,0,2
126991,0,2
126992,0,1
126993,5896,2
126994,0,2
126995,0,1
126996,0,1
126997,30000,2
126998,0,1
126999,0,2
127000,0,2
127001,0,2
127002,0,2
127003,207472,2
127004,0,1
127005,3930,2
127006,3651,2
127007,0,1
127008,0,2
127009,25000,2
127010,10400,2
127011,5238,2
127012,13800,1
127013,8000,2
127014,0,1
127015,0,1
127016,106713,2
127017,0,1
127018,0,2
127019,0,2
127020,1500,2
127021,9550,2
127022,0,2
127023,0,1
127024,0,2
127025,0,2
127026,2604,2
127027,0,1
127028,18657,2
127029,11196,1
127030,0,2
127031,0,1
127032,10296,1
127033,0,2
127034,0,1
127035,0,2
127036,0,2
127037,0,1
127038,53404,1
127039,0,2
127040,63110,1
127041,0,2
127042,0,1
127043,0,2
127044,0,1
127045,0,2
127046,25045,2
127047,10460,2
127048,0,1
127049,72126,1
127050,0,2
127051,122000,1
127052,0,2
127053,74021,1
127054,0,2
127055,6500,2
127056,7540,2
127057,88504,1
127058,114092,2
127059,32821,1
127060,10822,1
127061,0,1
127062,0,1
127063,0,1
127064,0,1
127065,35000,1
127066,0,2
127067,4680,2
127068,0,2
127069,0,1
127070,0,2
127071,0,1
127072,0,2
127073,58568,2
127074,0,1
127075,0,2
127076,8090,2
127077,0,2
127078,26541,2
127079,23171,1
127080,20011,1
127081,22500,1
127082,0,2
127083,0,2
127084,0,2
127085,0,1
127086,0,1
127087,76525,2
127088,0,1
127089,0,1
127090,0,1
127091,0,1
127092,228100,2
127093,0,1
127094,0,1
127095,0,1
127096,85001,1
127097,0,2
127098,0,2
127099,0,1
127100,25200,2
127101,14000,1
127102,56000,1
127103,30000,1
127104,0,2
127105,0,1
127106,0,1
127107,170074,1
127108,0,2
127109,0,1
127110,0,2
127111,0,1
127112,102000,2
127113,0,1
127114,2500,1
127115,43100,2
127116,0,1
127117,0,2
127118,0,2
127119,65001,1
127120,29151,1
127121,3010,2
127122,76000,1
127123,0,2
127124,11000,2
127125,1998,2
127126,38275,2
127127,0,1
127128,0,2
127129,147840,2
127130,0,1
127131,0,1
127132,23502,2
127133,18480,2
127134,16220,2
127135,24800,1
127136,0,1
127137,0,2
127138,0,1
127139,0,1
127140,0,1
127141,42000,1
127142,32600,2
127143,28600,1
127144,0,1
127145,123015,1
127146,0,2
127147,0,1
127148,15002,2
127149,0,1
127150,0,1
127151,0,2
127152,134050,1
127153,0,2
127154,0,1
127155,0,1
127156,0,2
127157,0,1
127158,0,2
127159,0,1
127160,3300,2
127161,0,2
127162,0,1
127163,0,1
127164,0,2
127165,29010,2
127166,0,1
127167,15142,1
127168,0,1
127169,45000,2
127170,0,1
127171,0,2
127172,0,2
127173,0,1
127174,0,1
127175,72511,1
127176,0,2
127177,0,1
127178,13500,1
127179,20800,1
127180,106220,1
127181,0,2
127182,12000,2
127183,0,1
127184,0,2
127185,69000,2
127186,0,1
127187,0,2
127188,0,1
127189,0,2
127190,10000,2
127191,100000,2
127192,0,1
127193,0,1
127194,0,1
127195,0,1
127196,0,1
127197,0,1
127198,0,2
127199,36600,2
127200,0,1
127201,0,1
127202,0,1
127203,0,2
127204,0,2
127205,0,1
127206,34380,2
127207,39703,1
127208,0,2
127209,45252,1
127210,12840,2
127211,40000,2
127212,50000,2
127213,24000,1
127214,0,2
127215,90127,1
127216,0,2
127217,63000,2
127218,0,1
127219,0,1
127220,0,2
127221,65004,1
127222,0,2
127223,27881,2
127224,28405,2
127225,0,1
127226,88140,2
127227,0,1
127228,123077,2
127229,0,1
127230,50000,2
127231,0,1
127232,0,1
127233,0,1
127234,70500,2
127235,0,1
127236,28600,1
127237,5000,2
127238,30000,1
127239,0,2
127240,55000,2
127241,0,1
127242,75225,1
127243,0,2
127244,32000,2
127245,24000,1
127246,0,2
127247,20000,2
127248,11002,1
127249,36554,2
127250,0,1
127251,75000,1
127252,0,2
127253,51805,1
127254,500000,2
127255,0,1
127256,0,1
127257,0,1
127258,0,2
127259,0,2
127260,58000,1
127261,0,2
127262,0,1
127263,0,1
127264,0,2
127265,76570,1
127266,0,2
127267,26405,1
127268,20695,1
127269,30001,1
127270,121303,2
127271,0,1
127272,0,2
127273,0,1
127274,105010,1
127275,0,2
127276,0,1
127277,0,2
127278,41564,2
127279,41600,2
127280,0,1
127281,0,1
127282,0,1
127283,0,2
127284,60000,2
127285,0,1
127286,0,2
127287,27300,1
127288,32000,1
127289,40000,1
127290,69071,2
127291,0,1
127292,0,2
127293,0,2
127294,0,1
127295,0,2
127296,0,2
127297,0,1
127298,0,2
127299,153872,2
127300,0,1
127301,7042,1
127302,0,1
127303,0,1
127304,0,2
127305,0,2
127306,5818,1
127307,0,2
127308,72000,2
127309,0,1
127310,0,1
127311,0,1
127312,0,2
127313,103902,2
127314,0,1
127315,0,1
127316,0,2
127317,0,2
127318,100000,1
127319,0,2
127320,0,1
127321,0,2
127322,0,2
127323,138000,2
127324,0,1
127325,2000,2
127326,0,2
127327,0,1
127328,65000,1
127329,0,2
127330,0,2
127331,0,1
127332,0,1
127333,0,1
127334,359819,2
127335,0,1
127336,12017,2
127337,0,1
127338,0,1
127339,162789,2
127340,0,1
127341,53420,1
127342,0,2
127343,25620,1
127344,156348,1
127345,0,2
127346,30011,2
127347,0,1
127348,28000,1
127349,52000,2
127350,0,1
127351,34000,1
127352,28000,1
127353,0,2
127354,0,2
127355,61025,2
127356,0,1
127357,0,2
127358,0,2
127359,0,2
127360,0,1
127361,103232,2
127362,0,1
127363,0,1
127364,0,2
127365,0,2
127366,86100,2
127367,0,1
127368,10730,1
127369,0,2
127370,0,2
127371,164926,2
127372,0,1
127373,27000,2
127374,0,1
127375,0,1
127376,0,2
127377,0,2
127378,0,1
127379,0,2
127380,114026,2
127381,0,1
127382,0,2
127383,0,2
127384,0,1
127385,0,2
127386,74650,1
127387,0,2
127388,0,1
127389,0,1
127390,0,2
127391,0,2
127392,0,1
127393,65011,2
127394,0,1
127395,0,1
127396,0,1
127397,0,1
127398,61000,2
127399,18000,1
127400,25000,2
127401,0,1
127402,108469,1
127403,0,2
127404,0,1
127405,0,2
127406,0,1
127407,0,2
127408,190712,1
127409,0,2
127410,135300,1
127411,0,2
127412,0,2
127413,0,1
127414,0,1
127415,260521,2
127416,0,1
127417,0,1
127418,0,2
127419,68054,2
127420,0,1
127421,26970,2
127422,0,1
127423,169287,1
127424,0,2
127425,220922,2
127426,0,1
127427,25234,1
127428,108200,1
127429,0,2
127430,0,1
127431,0,1
127432,0,1
127433,86525,1
127434,0,2
127435,0,1
127436,17076,2
127437,20000,2
127438,0,2
127439,0,2
127440,20000,1
127441,40000,2
127442,75000,2
127443,0,1
127444,131540,1
127445,77943,1
127446,0,2
127447,97864,1
127448,0,2
127449,0,1
127450,0,1
127451,0,1
127452,79276,1
127453,0,2
127454,112551,2
127455,94355,1
127456,0,2
127457,319108,2
127458,517594,1
127459,0,2
127460,8450,1
127461,0,2
127462,61460,2
127463,0,1
127464,0,2
127465,353500,2
127466,0,1
127467,0,1
127468,0,2
127469,135507,1
127470,0,2
127471,0,1
127472,0,1
127473,133880,1
127474,0,2
127475,39000,1
127476,58800,1
127477,0,2
127478,0,1
127479,0,2
127480,69250,2
127481,0,1
127482,0,2
127483,0,1
127484,39000,1
127485,0,2
127486,0,1
127487,0,2
127488,325795,2
127489,0,1
127490,0,1
127491,100750,1
127492,0,2
127493,104145,1
127494,0,2
127495,98070,2
127496,0,2
127497,0,2
127498,189650,1
127499,0,2
127500,0,1
127501,0,2
127502,0,2
127503,80210,1
127504,216310,1
127505,75243,1
127506,0,2
127507,0,2
127508,0,2
127509,150289,2
127510,0,1
127511,6722,1
127512,15022,1
127513,0,2
127514,7000,2
127515,142999,2
127516,72036,2
127517,0,1
127518,0,1
127519,0,2
127520,0,1
127521,0,2
127522,55001,1
127523,0,2
127524,0,2
127525,0,1
127526,0,2
127527,83626,1
127528,328707,2
127529,0,1
127530,0,2
127531,0,1
127532,0,2
127533,0,1
127534,156834,1
127535,0,2
127536,2000,1
127537,50009,2
127538,53601,2
127539,36005,1
127540,118114,1
127541,0,2
127542,0,1
127543,151820,2
127544,0,1
127545,0,2
127546,0,2
127547,279950,1
127548,0,2
127549,0,1
127550,65151,2
127551,0,1
127552,0,2
127553,0,2
127554,0,2
127555,54501,1
127556,0,2
127557,0,2
127558,0,2
127559,225650,2
127560,0,1
127561,35001,1
127562,0,2
127563,22000,2
127564,27300,1
127565,0,1
127566,52050,2
127567,176000,1
127568,0,2
127569,0,1
127570,0,1
127571,0,1
127572,0,1
127573,0,2
127574,171310,2
127575,0,1
127576,0,1
127577,85732,2
127578,0,2
127579,2032,2
127580,70708,1
127581,0,2
127582,0,1
127583,0,2
127584,26818,2
127585,0,1
127586,144581,2
127587,0,1
127588,170114,2
127589,0,1
127590,0,1
127591,0,2
127592,0,1
127593,217307,2
127594,0,1
127595,0,1
127596,0,2
127597,75230,1
127598,0,2
127599,0,1
127600,180282,1
127601,0,2
127602,0,1
127603,297890,1
127604,0,2
127605,65015,2
127606,75000,1
127607,132387,1
127608,0,2
127609,58011,1
127610,22210,1
127611,0,1
127612,92990,1
127613,0,2
127614,52000,2
127615,281607,1
127616,0,2
127617,0,1
127618,2890,1
127619,0,2
127620,45605,2
127621,0,1
127622,17000,1
127623,0,2
127624,0,1
127625,0,1
127626,0,2
127627,0,2
127628,259710,2
127629,0,1
127630,67001,1
127631,0,2
127632,0,1
127633,0,1
127634,0,2
127635,64679,1
127636,0,2
127637,36500,2
127638,0,1
127639,0,1
127640,0,1
127641,44000,1
127642,32557,2
127643,0,1
127644,117505,2
127645,0,1
127646,182910,1
127647,0,2
127648,0,1
127649,0,2
127650,45533,2
127651,0,1
127652,60480,1
127653,28001,1
127654,77422,2
127655,3501,1
127656,56107,1
127657,70236,2
127658,0,1
127659,0,1
127660,0,1
127661,0,1
127662,130024,2
127663,0,1
127664,0,1
127665,0,1
127666,0,2
127667,205268,1
127668,0,2
127669,21200,2
127670,0,1
127671,0,1
127672,77305,2
127673,0,1
127674,0,2
127675,107788,1
127676,0,2
127677,0,1
127678,0,2
127679,0,2
127680,0,1
127681,0,1
127682,0,1
127683,67004,1
127684,0,1
127685,0,2
127686,0,2
127687,0,2
127688,0,2
127689,0,2
127690,0,2
127691,22751,2
127692,0,2
127693,62882,1
127694,0,2
127695,0,2
127696,0,1
127697,128272,1
127698,0,2
127699,0,2
127700,0,2
127701,0,2
127702,0,2
127703,0,2
127704,0,1
127705,78991,1
127706,141013,2
127707,0,1
127708,7500,2
127709,0,1
127710,130000,2
127711,0,1
127712,0,2
127713,0,2
127714,0,2
127715,266224,1
127716,0,2
127717,0,1
127718,0,2
127719,242413,2
127720,0,1
127721,0,1
127722,140202,2
127723,0,1
127724,16000,1
127725,0,1
127726,0,2
127727,0,2
127728,168446,1
127729,0,2
127730,3502,1
127731,0,1
127732,0,1
127733,0,2
127734,255200,1
127735,0,2
127736,25037,1
127737,15000,1
127738,0,2
127739,74002,2
127740,0,1
127741,37200,1
127742,0,1
127743,110710,1
127744,0,2
127745,0,2
127746,0,2
127747,0,2
127748,0,1
127749,191471,1
127750,0,2
127751,0,1
127752,100001,2
127753,0,1
127754,8000,1
127755,0,1
127756,86066,2
127757,0,1
127758,134309,1
127759,0,2
127760,0,2
127761,0,1
127762,66610,2
127763,0,1
127764,0,1
127765,30005,2
127766,119429,2
127767,0,1
127768,0,1
127769,2001,2
127770,30255,1
127771,98351,2
127772,0,1
127773,150546,2
127774,0,1
127775,175000,1
127776,0,1
127777,0,2
127778,87000,2
127779,0,1
127780,18000,1
127781,0,2
127782,0,1
127783,0,2
127784,194602,2
127785,0,1
127786,16000,2
127787,0,1
127788,5000,1
127789,115426,1
127790,0,2
127791,60000,2
127792,40900,1
127793,79056,1
127794,10000,2
127795,42000,1
127796,40001,2
127797,0,1
127798,53010,1
127799,491282,1
127800,71129,1
127801,0,2
127802,0,2
127803,8036,2
127804,301012,1
127805,0,2
127806,100000,1
127807,110050,1
127808,0,2
127809,158587,2
127810,120020,1
127811,0,2
127812,247367,1
127813,0,2
127814,0,1
127815,56104,1
127816,0,2
127817,0,2
127818,0,2
127819,0,1
127820,35000,2
127821,0,1
127822,0,1
127823,25000,1
127824,49966,2
127825,0,1
127826,261353,1
127827,0,2
127828,0,2
127829,177926,2
127830,35050,2
127831,0,1
127832,0,2
127833,97041,1
127834,75000,1
127835,26896,2
127836,90170,1
127837,0,2
127838,144364,2
127839,0,1
127840,0,2
127841,0,2
127842,87311,2
127843,0,1
127844,3500,1
127845,22010,2
127846,0,1
127847,55000,2
127848,0,1
127849,0,1
127850,325002,1
127851,0,2
127852,0,1
127853,0,1
127854,0,2
127855,35000,2
127856,0,1
127857,0,2
127858,150000,2
127859,0,1
127860,0,2
127861,88552,1
127862,0,2
127863,6240,2
127864,40000,1
127865,0,2
127866,0,1
127867,0,1
127868,0,1
127869,189508,1
127870,193154,1
127871,0,2
127872,5751,1
127873,0,2
127874,140001,1
127875,0,2
127876,0,2
127877,0,1
127878,0,2
127879,136905,1
127880,0,2
127881,63001,1
127882,0,2
127883,10000,2
127884,0,1
127885,4200,2
127886,114224,2
127887,0,1
127888,3720,2
127889,0,1
127890,0,1
127891,98000,1
127892,0,2
127893,102563,1
127894,37334,1
127895,0,2
127896,0,2
127897,0,1
127898,0,2
127899,3000,1
127900,0,2
127901,0,2
127902,79030,1
127903,0,2
127904,0,1
127905,0,2
127906,179835,2
127907,0,1
127908,0,2
127909,0,1
127910,0,2
127911,75001,2
127912,82500,1
127913,0,2
127914,52085,1
127915,140263,2
127916,0,1
127917,24272,1
127918,0,1
127919,210050,2
127920,0,1
127921,205920,1
127922,0,2
127923,0,2
127924,0,2
127925,0,2
127926,0,1
127927,0,2
127928,0,2
127929,0,1
127930,30390,1
127931,30000,1
127932,0,1
127933,30000,2
127934,84000,1
127935,86002,1
127936,0,1
127937,0,1
127938,11753,1
127939,0,2
127940,70001,2
127941,0,1
127942,0,2
127943,10500,2
127944,0,1
127945,0,2
127946,62808,1
127947,0,2
127948,0,1
127949,43597,1
127950,0,2
127951,0,1
127952,78700,1
127953,0,2
127954,0,1
127955,0,2
127956,1292008,2
127957,0,1
127958,0,2
127959,49650,1
127960,0,2
127961,12652,2
127962,0,1
127963,0,1
127964,20000,2
127965,0,1
127966,0,2
127967,0,1
127968,12691,2
127969,980841,1
127970,25000,1
127971,143011,2
127972,0,1
127973,0,1
127974,0,1
127975,161184,1
127976,0,2
127977,0,2
127978,0,2
127979,147460,1
127980,0,2
127981,0,1
127982,52720,1
127983,0,2
127984,0,1
127985,0,1
127986,30015,2
127987,61500,2
127988,0,1
127989,0,2
127990,0,2
127991,99787,2
127992,0,1
127993,42026,1
127994,0,2
127995,51405,2
127996,0,1
127997,0,1
127998,0,2
127999,60006,2
128000,0,1
128001,94218,1
128002,0,2
128003,20000,2
128004,0,1
128005,0,2
128006,82003,1
128007,0,2
128008,300767,2
128009,0,1
128010,0,2
128011,0,1
128012,26000,2
128013,87939,1
128014,23001,1
128015,30015,1
128016,33120,2
128017,5800,2
128018,252200,1
128019,0,2
128020,28300,1
128021,33100,1
128022,253987,2
128023,0,1
128024,89782,1
128025,0,2
128026,7000,2
128027,0,1
128028,0,1
128029,0,2
128030,60360,1
128031,0,2
128032,56160,2
128033,59480,1
128034,357913,1
128035,0,2
128036,52527,2
128037,12745,1
128038,8184,1
128039,0,2
128040,86000,1
128041,0,2
128042,23947,1
128043,191100,1
128044,0,2
128045,15000,1
128046,34150,2
128047,36137,1
128048,0,2
128049,0,1
128050,46481,2
128051,0,1
128052,71650,2
128053,0,1
128054,0,1
128055,19002,2
128056,15000,2
128057,0,1
128058,0,2
128059,93738,1
128060,0,2
128061,0,2
128062,0,2
128063,54790,2
128064,30000,1
128065,0,2
128066,0,1
128067,0,1
128068,20320,1
128069,0,2
128070,55814,1
128071,0,2
128072,0,2
128073,0,2
128074,28053,1
128075,0,2
128076,208223,2
128077,0,1
128078,0,2
128079,0,2
128080,0,2
128081,0,2
128082,66002,1
128083,139296,1
128084,0,2
128085,128272,1
128086,0,2
128087,5001,1
128088,0,1
128089,133962,2
128090,0,1
128091,4000,1
128092,0,2
128093,0,2
128094,0,2
128095,47002,2
128096,0,1
128097,0,1
128098,0,2
128099,0,1
128100,0,1
128101,46010,1
128102,0,2
128103,0,1
128104,0,1
128105,0,2
128106,276410,2
128107,0,1
128108,0,2
128109,0,2
128110,98843,2
128111,0,1
128112,0,2
128113,0,1
128114,105150,2
128115,0,1
128116,0,1
128117,0,1
128118,0,1
128119,0,2
128120,0,2
128121,0,2
128122,0,1
128123,0,1
128124,12001,2
128125,15503,2
128126,0,1
128127,0,1
128128,87356,1
128129,0,2
128130,20006,2
128131,0,2
128132,9020,1
128133,438856,2
128134,0,1
128135,336197,2
128136,0,1
128137,2801,1
128138,3301,2
128139,0,2
128140,147150,1
128141,0,2
128142,0,2
128143,63412,2
128144,0,2
128145,48010,1
128146,28678,1
128147,0,2
128148,12000,2
128149,74880,1
128150,0,2
128151,4010,2
128152,3002,1
128153,0,2
128154,0,2
128155,0,1
128156,32000,1
128157,0,2
128158,30004,1
128159,0,2
128160,99127,1
128161,0,2
128162,0,1
128163,22000,2
128164,0,1
128165,0,1
128166,0,1
128167,0,2
128168,60000,1
128169,126685,2
128170,0,1
128171,3020,2
128172,0,1
128173,0,2
128174,0,2
128175,89026,2
128176,6683,2
128177,10041,1
128178,70535,2
128179,0,1
128180,0,2
128181,33804,1
128182,0,2
128183,51210,1
128184,0,2
128185,5004,1
128186,0,2
128187,52050,1
128188,51702,2
128189,0,1
128190,0,1
128191,0,1
128192,0,1
128193,0,1
128194,73360,1
128195,0,2
128196,0,1
128197,0,1
128198,0,1
128199,98910,2
128200,0,1
128201,0,1
128202,0,2
128203,0,2
128204,78480,1
128205,0,2
128206,101325,2
128207,0,1
128208,0,1
128209,0,2
128210,125030,1
128211,0,2
128212,5012,2
128213,0,1
128214,253404,2
128215,0,1
128216,36000,2
128217,30000,1
128218,0,2
128219,500001,2
128220,0,2
128221,25000,1
128222,104450,2
128223,0,1
128224,21760,2
128225,0,2
128226,8400,1
128227,65002,1
128228,0,2
128229,0,2
128230,0,2
128231,80011,2
128232,0,1
128233,75628,1
128234,157938,1
128235,0,2
128236,0,1
128237,0,1
128238,0,2
128239,0,1
128240,19568,1
128241,0,2
128242,46051,1
128243,0,2
128244,0,2
128245,13521,1
128246,0,2
128247,0,2
128248,75362,2
128249,0,1
128250,0,1
128251,0,2
128252,128107,1
128253,0,2
128254,0,2
128255,0,1
128256,191015,2
128257,0,1
128258,0,1
128259,0,2
128260,0,2
128261,81204,2
128262,0,1
128263,46610,1
128264,0,2
128265,147471,1
128266,0,2
128267,231284,2
128268,0,1
128269,150220,1
128270,0,2
128271,0,2
128272,0,1
128273,0,2
128274,0,2
128275,99327,2
128276,0,1
128277,0,2
128278,0,1
128279,0,2
128280,12782,1
128281,0,2
128282,40200,1
128283,0,2
128284,0,1
128285,0,2
128286,43662,2
128287,0,1
128288,0,2
128289,9001,1
128290,74000,1
128291,6002,1
128292,59000,1
128293,34870,1
128294,0,2
128295,0,1
128296,66597,1
128297,0,2
128298,71359,2
128299,41200,2
128300,0,1
128301,0,1
128302,65100,1
128303,0,2
128304,0,1
128305,0,1
128306,0,2
128307,72894,2
128308,0,1
128309,13000,1
128310,103200,1
128311,68010,1
128312,0,2
128313,72378,1
128314,0,2
128315,24689,1
128316,42218,1
128317,0,2
128318,186060,1
128319,0,2
128320,139100,2
128321,0,1
128322,22085,2
128323,0,1
128324,0,1
128325,0,2
128326,0,2
128327,0,1
128328,35000,1
128329,0,1
128330,0,1
128331,0,2
128332,0,2
128333,0,2
128334,0,1
128335,0,2
128336,28000,2
128337,0,2
128338,133298,2
128339,0,1
128340,165484,2
128341,0,1
128342,5002,1
128343,0,1
128344,0,1
128345,0,2
128346,12000,2
128347,9000,1
128348,2543,1
128349,25000,1
128350,0,2
128351,0,1
128352,0,2
128353,48021,1
128354,0,2
128355,0,1
128356,151917,1
128357,0,2
128358,0,2
128359,0,1
128360,0,2
128361,0,2
128362,0,1
128363,0,2
128364,30001,2
128365,0,1
128366,0,2
128367,0,1
128368,19010,2
128369,0,2
128370,28000,2
128371,0,1
128372,0,1
128373,0,1
128374,0,1
128375,0,1
128376,57510,2
128377,0,1
128378,0,1
128379,0,2
128380,15600,2
128381,0,2
128382,105520,1
128383,0,2
128384,65029,1
128385,0,2
128386,0,2
128387,0,1
128388,104000,2
128389,0,1
128390,0,2
128391,0,1
128392,16020,1
128393,0,1
128394,13001,1
128395,75921,2
128396,0,1
128397,0,2
128398,0,2
128399,0,1
128400,0,2
128401,0,2
128402,155300,2
128403,0,1
128404,0,1
128405,0,1
128406,0,1
128407,0,2
128408,50006,2
128409,0,1
128410,0,2
128411,0,1
128412,0,1
128413,0,1
128414,48000,1
128415,0,2
128416,0,2
128417,0,2
128418,210100,1
128419,0,2
128420,195277,2
128421,0,1
128422,0,2
128423,0,2
128424,0,2
128425,0,2
128426,0,2
128427,0,2
128428,146107,2
128429,0,1
128430,0,1
128431,0,1
128432,192670,2
128433,0,1
128434,11065,2
128435,0,2
128436,95571,1
128437,0,2
128438,6010,1
128439,0,2
128440,103801,1
128441,0,2
128442,5457,2
128443,0,2
128444,105744,2
128445,545800,1
128446,0,2
128447,0,2
128448,40464,1
128449,0,2
128450,0,1
128451,140162,2
128452,0,1
128453,0,1
128454,0,2
128455,35502,2
128456,0,1
128457,0,1
128458,39420,1
128459,0,2
128460,147775,1
128461,0,2
128462,0,1
128463,133010,1
128464,0,2
128465,2001,1
128466,0,1
128467,0,1
128468,0,1
128469,0,2
128470,41703,2
128471,1112159,2
128472,0,1
128473,4010,1
128474,0,1
128475,50000,2
128476,0,1
128477,0,1
128478,0,1
128479,0,2
128480,125040,2
128481,0,1
128482,0,1
128483,117211,1
128484,0,2
128485,0,1
128486,0,1
128487,0,1
128488,0,1
128489,238516,1
128490,0,2
128491,0,1
128492,0,2
128493,22000,1
128494,0,2
128495,0,1
128496,0,1
128497,241432,2
128498,151882,1
128499,0,2
128500,2002,2
128501,0,2
128502,70480,2
128503,0,1
128504,0,1
128505,0,2
128506,0,1
128507,125246,1
128508,0,2
128509,0,1
128510,0,1
128511,0,2
128512,0,2
128513,68500,1
128514,0,2
128515,0,2
128516,0,2
128517,0,2
128518,414160,1
128519,0,2
128520,0,1
128521,0,1
128522,0,2
128523,10000,1
128524,14000,1
128525,15954,1
128526,46320,2
128527,0,1
128528,0,1
128529,40000,1
128530,7500,2
128531,0,2
128532,0,1
128533,0,1
128534,0,2
128535,0,2
128536,90000,1
128537,0,1
128538,0,1
128539,0,1
128540,50000,2
128541,207115,2
128542,0,1
128543,0,1
128544,2000,2
128545,0,1
128546,0,2
128547,297075,1
128548,0,2
128549,24000,1
128550,58500,2
128551,0,1
128552,0,1
128553,369001,1
128554,0,2
128555,0,1
128556,0,1
128557,0,1
128558,0,2
128559,17003,1
128560,0,2
128561,75000,2
128562,0,2
128563,0,2
128564,0,2
128565,0,1
128566,43001,2
128567,0,1
128568,0,1
128569,0,2
128570,0,2
128571,0,2
128572,0,2
128573,159000,2
128574,17000,1
128575,79000,2
128576,124000,2
128577,0,1
128578,0,2
128579,0,1
128580,0,2
128581,0,2
128582,0,1
128583,0,1
128584,42250,2
128585,0,1
128586,353872,1
128587,0,2
128588,593670,1
128589,0,2
128590,125000,2
128591,0,1
128592,0,2
128593,148810,1
128594,0,2
128595,29017,1
128596,0,2
128597,0,1
128598,202795,2
128599,0,1
128600,0,2
128601,0,1
128602,17667,1
128603,0,2
128604,73000,2
128605,0,1
128606,117325,1
128607,0,2
128608,20500,1
128609,41014,2
128610,106550,1
128611,0,2
128612,0,2
128613,0,2
128614,0,2
128615,0,2
128616,0,2
128617,0,2
128618,417468,1
128619,0,2
128620,163223,2
128621,0,1
128622,128629,1
128623,0,2
128624,24004,1
128625,0,2
128626,2561,2
128627,151821,2
128628,0,1
128629,0,1
128630,0,2
128631,18038,2
128632,0,1
128633,18587,1
128634,133444,2
128635,0,2
128636,100101,1
128637,2582,1
128638,0,2
128639,29585,2
128640,0,1
128641,152514,2
128642,0,1
128643,0,1
128644,0,2
128645,0,2
128646,0,2
128647,0,2
128648,147547,1
128649,0,2
128650,0,1
128651,62189,1
128652,52860,1
128653,0,2
128654,0,1
128655,0,1
128656,123538,1
128657,0,2
128658,0,1
128659,0,1
128660,0,2
128661,55800,2
128662,0,1
128663,0,1
128664,0,2
128665,78118,1
128666,30000,1
128667,6200,2
128668,0,2
128669,45622,2
128670,0,1
128671,0,1
128672,0,1
128673,152800,2
128674,0,1
128675,0,1
128676,0,1
128677,0,2
128678,106932,2
128679,0,1
128680,0,2
128681,0,1
128682,149101,2
128683,0,1
128684,10000,2
128685,15000,1
